opensource_control_id,opensource_control_domain,control_domain,Control_ID,Control_Statement,CSF_Subcategory_ID,CSF_Subcategory_Description
RM-CS-11,RM,RSK,RSK-CS-11,"For The Company systems deployed in its FedRAMP boundaries, The Company performs a FIPS 199 analysis and categorization on an annual basis. ",ID.RM-3,The organization’s determination of risk tolerance is informed by its role in critical infrastructure and sector specific risk analysis
RM-CS-2,RM,RSK,RSK-CS-2,The Company Board of Directors reviews and approves the Core Security Risk Assessment on a [INSERT TIME FRAME] basis. ,ID.RM-1,"Risk management processes are established, managed, and agreed to by organizational stakeholders"
RM-CS-3,RM,RSK,RSK-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",ID.GV-4,Governance and risk management processes address cybersecurity risks
RM-CS-3,RM,RSK,RSK-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",ID.RM-1,"Risk management processes are established, managed, and agreed to by organizational stakeholders"
RM-CS-3,RM,RSK,RSK-CS-3,"The Company performs an Enterprise Security Risk Assessment to assess internal and external risks to the security, confidentiality, or integrity of personal information that could result in the unauthorized disclosure, misuse, loss, alteration, destruction, or other compromise of such information and documents those risks that are material. ",ID.RM-3,The organization’s determination of risk tolerance is informed by its role in critical infrastructure and sector specific risk analysis
RM-CS-4,RM,RSK,RSK-CS-4,The Company performs an Enterprise Threat Vector Assessment which includes the identification of key controls designed to mitigate risk of enterprise threat vectors.,ID.RA-3,"Threats, both internal and external, are identified and documented"
RM-CS-4,RM,RSK,RSK-CS-4,The Company performs an Enterprise Threat Vector Assessment which includes the identification of key controls designed to mitigate risk of enterprise threat vectors.,ID.RA-5,"Threats, vulnerabilities, likelihoods, and impacts are used to determine risk"
RM-CS-5,RM,RSK,RSK-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,ID.GV-4,Governance and risk management processes address cybersecurity risks
RM-CS-5,RM,RSK,RSK-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,ID.RA-5,"Threats, vulnerabilities, likelihoods, and impacts are used to determine risk"
RM-CS-5,RM,RSK,RSK-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,ID.RM-1,"Risk management processes are established, managed, and agreed to by organizational stakeholders"
RM-CS-5,RM,RSK,RSK-CS-5,The Company maintains an Asset Risk Assessment Methodology which defines asset risk assessment lifecycle steps.,ID.RM-3,The organization’s determination of risk tolerance is informed by its role in critical infrastructure and sector specific risk analysis
RM-CS-6,RM,RSK,RSK-CS-6,The Company determines technology assets' Inherent Risk Rating (IRR).,ID.RA-4,Potential business impacts and likelihoods are identified
RM-CS-6,RM,RSK,RSK-CS-6,The Company determines technology assets' Inherent Risk Rating (IRR).,ID.RA-6,Risk responses are identified and prioritized
RM-CS-6,RM,RSK,RSK-CS-6,The Company determines technology assets' Inherent Risk Rating (IRR).,ID.RA-5,"Threats, vulnerabilities, likelihoods, and impacts are used to determine risk"
RM-CS-7,RM,RSK,RSK-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,ID.RA-4,Potential business impacts and likelihoods are identified
RM-CS-7,RM,RSK,RSK-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,ID.RA-6,Risk responses are identified and prioritized
RM-CS-7,RM,RSK,RSK-CS-7,The Company performs technology asset Security Risk Assessments (SRAs) on a [INSERT TIME FRAME] basis. ,ID.RA-5,"Threats, vulnerabilities, likelihoods, and impacts are used to determine risk"
RM-CS-8,RM,RSK,RSK-CS-8,The Company communicates technology assets' security issue results and recommendations to appropriate stakeholders for resolution. ,ID.RA-6,Risk responses are identified and prioritized
RM-CS-9,RM,RSK,RSK-CS-9,The Company maintains a list of security controls which are reviewed and approved on a [INSERT TIME FRAME] basis. ,ID.RA-6,Risk responses are identified and prioritized
ST-CS-1,ST,SAT,SAT-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-1,All users are informed and trained
ST-CS-1,ST,SAT,SAT-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-2,Privileged users understand their roles and responsibilities
ST-CS-1,ST,SAT,SAT-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-4,Senior executives understand their roles and responsibilities
ST-CS-1,ST,SAT,SAT-CS-1,The Company requires new employees to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-2,ST,SAT,SAT-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-1,All users are informed and trained
ST-CS-2,ST,SAT,SAT-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-2,Privileged users understand their roles and responsibilities
ST-CS-2,ST,SAT,SAT-CS-2,The Company requires new contractors to complete Security Awareness Training within [INSERT TIME FRAME] days of start-date. Non-completions are handled pursuant to the Mandatory Training policy.,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-3,ST,SAT,SAT-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-1,All users are informed and trained
ST-CS-3,ST,SAT,SAT-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-2,Privileged users understand their roles and responsibilities
ST-CS-3,ST,SAT,SAT-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-4,Senior executives understand their roles and responsibilities
ST-CS-3,ST,SAT,SAT-CS-3,The Company requires all employees to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur. Employees have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-4,ST,SAT,SAT-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-1,All users are informed and trained
ST-CS-4,ST,SAT,SAT-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-2,Privileged users understand their roles and responsibilities
ST-CS-4,ST,SAT,SAT-CS-4,The Company requires contractors to complete Security Awareness Training on an [INSERT TIME FRAME] or if significant system changes occur.  Contractors have a designated window of time to complete Security Awareness Training from course enrollment. Non-completions are handled pursuant to the Mandatory Training policy. ,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-5,ST,SAT,SAT-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,PR.AT-1,All users are informed and trained
ST-CS-5,ST,SAT,SAT-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,PR.AT-2,Privileged users understand their roles and responsibilities
ST-CS-5,ST,SAT,SAT-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,PR.AT-4,Senior executives understand their roles and responsibilities
ST-CS-5,ST,SAT,SAT-CS-5,The Company requires additional Security Awareness Training based on job role [INSERT TIME FRAME].,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-6,ST,SAT,SAT-CS-6,The Company's Board receives Security Awareness training on [INSERT TIME FRAME].,PR.AT-1,All users are informed and trained
ST-CS-6,ST,SAT,SAT-CS-6,The Company's Board receives Security Awareness training on [INSERT TIME FRAME].,PR.AT-4,Senior executives understand their roles and responsibilities
ST-CS-6,ST,SAT,SAT-CS-6,The Company's Board receives Security Awareness training on [INSERT TIME FRAME].,PR.AT-5,Physical and cybersecurity personnel understand their roles and responsibilities
ST-CS-7,ST,SAT,SAT-CS-7,New and existing employees (based on job role) receive [INSERT SPECIFIC TRAINING MODULE] training prior to starting their roles and responsibilities. Non-completions are handled pursuant to the Mandatory Training Policy. ,PR.AT-1,All users are informed and trained
ST-CS-8,ST,SAT,SAT-CS-8,The Company security training curriculum is developed and updated as needed based on current threats and industry best practices.,PR.AT-1,All users are informed and trained
TD-CS-1,TD,THR,THR-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,ID.RA-2,Cyber threat intelligence is received from information sharing forums and sources
TD-CS-1,TD,THR,THR-CS-1,The Threat Intelligence team collects and analyzes threat information from open source and human intelligence sources. ,ID.RA-3,"Threats, both internal and external, are identified and documented"
TD-CS-2,TD,THR,THR-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",ID.RA-2,Cyber threat intelligence is received from information sharing forums and sources
TD-CS-2,TD,THR,THR-CS-2,"The Threat Intelligence team sources and provides actionable threat information, such as indicators of compromise, to relevant parties to enable monitoring for cyber threats. ",ID.RA-3,"Threats, both internal and external, are identified and documented"
TD-CS-3,TD,THR,THR-CS-3,The Threat Intelligence Team provides threat intelligence and recommendations to implement countermeasures to appropriate parties as deemed necessary by management.,ID.RA-2,Cyber threat intelligence is received from information sharing forums and sources
TD-CS-3,TD,THR,THR-CS-3,The Threat Intelligence Team provides threat intelligence and recommendations to implement countermeasures to appropriate parties as deemed necessary by management.,ID.RA-3,"Threats, both internal and external, are identified and documented"
TD-CS-4,TD,THR,THR-CS-4,The Company maintains an Insider Threat Program that includes a cross-discipline Insider Threat Incident Handling Team. ,ID.RA-2,Cyber threat intelligence is received from information sharing forums and sources
TD-CS-4,TD,THR,THR-CS-4,The Company maintains an Insider Threat Program that includes a cross-discipline Insider Threat Incident Handling Team. ,ID.RA-3,"Threats, both internal and external, are identified and documented"
VR-CS-1,VR,TPM,TPM-CS-1,"The Company's Vendor Relations Oversight Program, including defined roles and responsibilities and supporting documentation is defined, implemented, approved, reviewed, and revised, [INSERT TIME FRAME].",ID.BE-1,The organization’s role in the supply chain is identified and communicated
VR-CS-1,VR,TPM,TPM-CS-1,"The Company's Vendor Relations Oversight Program, including defined roles and responsibilities and supporting documentation is defined, implemented, approved, reviewed, and revised, [INSERT TIME FRAME].",ID.SC-1,"Cyber supply chain risk management processes are identified, established, assessed, managed, and agreed to by organizational stakeholders"
VR-CS-10,VR,TPM,TPM-CS-10,Material changes to existing third party relationships require reassessment in accordance with The Company's Vendor Relations Oversight Program.,ID.SC-4,"Suppliers and third-party partners are routinely assessed using audits, test results, or other forms of evaluations to confirm they are meeting their contractual obligations."
VR-CS-2,VR,TPM,TPM-CS-2,"The Company conducts appropriate due diligence procedures, in accordance with The Company's formal Vendor Relations Oversight Program, prior to entering into contractual agreements with third parties.",ID.SC-2,"Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process"
VR-CS-3,VR,TPM,TPM-CS-3,"The Company identifies, assigns, documents and maintains third party compliance risk ratings, in accordance with procedures performed under The Company's formal Vendor Relations Oversight Program.",ID.SC-2,"Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process"
VR-CS-4,VR,TPM,TPM-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",ID.AM-6,"Cybersecurity roles and responsibilities for the entire workforce and third-party stakeholders (e.g., suppliers, customers, partners) are established"
VR-CS-4,VR,TPM,TPM-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",ID.BE-1,The organization’s role in the supply chain is identified and communicated
VR-CS-4,VR,TPM,TPM-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",ID.SC-3,Contracts with suppliers and third-party partners are used to implement appropriate measures designed to meet the objectives of an organization’s cybersecurity program and Cyber Supply Chain Risk Management Plan.
VR-CS-4,VR,TPM,TPM-CS-4,"A contract is signed between The Company and the vendor detailing the roles and responsibilities of each party, including information security requirements. The contract is reviewed and approved by Legal.",PR.AT-3,"Third-party stakeholders (e.g., suppliers, customers, partners) understand their roles and responsibilities"
VR-CS-5,VR,TPM,TPM-CS-5,An inventory of The Company's approved vendors is defined and formally maintained.,ID.SC-2,"Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process"
VR-CS-6,VR,TPM,TPM-CS-6,A risk based process to credential The Company clients is defined and implemented.,ID.SC-2,"Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process"
VR-CS-7,VR,TPM,TPM-CS-7,"A risk based process to review the admissibility of The Company Client's permissible purpose, in alignment with product consumption is in place.",ID.SC-2,"Suppliers and third party partners of information systems, components, and services are identified, prioritized, and assessed using a cyber supply chain risk assessment process"
VR-CS-7,VR,TPM,TPM-CS-7,"A risk based process to review the admissibility of The Company Client's permissible purpose, in alignment with product consumption is in place.",ID.SC-4,"Suppliers and third-party partners are routinely assessed using audits, test results, or other forms of evaluations to confirm they are meeting their contractual obligations."
VR-CS-8,VR,TPM,TPM-CS-8,The Company conducts training on credentialing program standards and procedures on a [INSERT TIME FRAME] basis.,PR.AT-1,All users are informed and trained
VR-CS-8,VR,TPM,TPM-CS-8,The Company conducts training on credentialing program standards and procedures on a [INSERT TIME FRAME] basis.,ID.SC-1,"Cyber supply chain risk management processes are identified, established, assessed, managed, and agreed to by organizational stakeholders"
VR-CS-9,VR,TPM,TPM-CS-9,"A risk based process to review, assess, and monitor a third party's information security safeguards is defined and implemented.",ID.SC-4,"Suppliers and third-party partners are routinely assessed using audits, test results, or other forms of evaluations to confirm they are meeting their contractual obligations."
VM-CS-1,VM,TVM,TVM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-1,VM,TVM,TVM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-1,VM,TVM,TVM-CS-1,The Company receives and analyzes vulnerability information to determine applicability and potential impact to The Company assets. ,RS.AN-5,"Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)"
VM-CS-10,VM,TVM,TVM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",DE.CM-8,Vulnerability scans are performed
VM-CS-10,VM,TVM,TVM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-10,VM,TVM,TVM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-10,VM,TVM,TVM-CS-10,"The Company maintains a process to prioritize, communicate, escalate, and track remediation of exploitable critical vulnerabilities identified on The Company perimeter.",RS.AN-5,"Processes are established to receive, analyze and respond to vulnerabilities disclosed to the organization from internal and external sources (e.g. internal testing, security bulletins, or security researchers)"
VM-CS-11,VM,TVM,TVM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-11,VM,TVM,TVM-CS-11,Application and System Owners mitigate vulnerabilities within established Service Level Agreements (SLAs).,RS.MI-3,Newly identified vulnerabilities are mitigated or documented as accepted risks
VM-CS-2,VM,TVM,TVM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,DE.CM-8,Vulnerability scans are performed
VM-CS-2,VM,TVM,TVM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-2,VM,TVM,TVM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-3,VM,TVM,TVM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,DE.CM-8,Vulnerability scans are performed
VM-CS-3,VM,TVM,TVM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-3,VM,TVM,TVM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-4,VM,TVM,TVM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,DE.CM-8,Vulnerability scans are performed
VM-CS-4,VM,TVM,TVM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-4,VM,TVM,TVM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-5,VM,TVM,TVM-CS-5,The Company performs penetration tests against externally-facing applications on [INSERT TIME FRAME]. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-5,VM,TVM,TVM-CS-5,The Company performs penetration tests against externally-facing applications on [INSERT TIME FRAME]. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-6,VM,TVM,TVM-CS-6,The Company ranks and prioritizes identified vulnerabilities for remediation in accordance with an established risk ranking process. ,ID.RA-1,Asset vulnerabilities are identified and documented
VM-CS-6,VM,TVM,TVM-CS-6,The Company ranks and prioritizes identified vulnerabilities for remediation in accordance with an established risk ranking process. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-7,VM,TVM,TVM-CS-7,The Company documents and communicates identified vulnerabilities to responsible parties. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-8,VM,TVM,TVM-CS-8,The Company tracks identified vulnerabilities against established remediation timelines. ,PR.IP-12,A vulnerability management plan is developed and implemented
VM-CS-9,VM,TVM,TVM-CS-9,The Company performs testing or scanning to confirm remediation of identified vulnerabilities. ,PR.IP-12,A vulnerability management plan is developed and implemented
