Control_ID,Control_Statement,TR_ID,Technical_Requirement
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-1000,"Remote access systems are configured to disconnect user sessions after, at most,  [INSERT TIME FRAME]."
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-2600,Multi-factor authentication is required for the following access types:
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-2700,Multi-factor authentication configurations for Organizational User access include authentication against an approved The Company authentication directory and an approved second factor authentication system
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-2900,"Authentication tokens used as part of multi-factor authentication are replay resistant, unique to a single user and are never shared. Multi-factor authentication tokens timeout within [INSERT TIME FRAME]"
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-3000,Organizational Users report lost or stolen hardware tokens to the Help Desk as soon as practicable.
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-2800,Multi-factor authentication configurations for Organizational User access include using a one-time password generated on a hardware or mobile device. Software-based one-time password tokens and email or SMS delivered one-time passwords may be used for approved business cases.  
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-2810,The Company multifactor authentication tokens for remote access are provided by a device separate from the system gaining access.
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-3010,"For The Company systems deployed in its FedRAMP boundaries, The Company requires that the registration process to receive hardware multifactor authenticators be conducted in person or by a trusted third-party before an approved registration authority with authorization by the Identity and Access Management team."
AC-CS-8,The Company requires multi-factor authentication for remote network access.,AC-TR-4600,"For The Company systems deployed in its FedRAMP boundaries, The Company vaults emergency accounts credentials and leverages MFA to grant access. "
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-2700,Multi-factor authentication configurations for Organizational User access include authentication against an approved The Company authentication directory and an approved second factor authentication system
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-2800,Multi-factor authentication configurations for Organizational User access include using a one-time password generated on a hardware or mobile device. Software-based one-time password tokens and email or SMS delivered one-time passwords may be used for approved business cases.  
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-2900,"Authentication tokens used as part of multi-factor authentication are replay resistant, unique to a single user and are never shared. Multi-factor authentication tokens timeout within [INSERT TIME FRAME]"
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-3000,Organizational Users report lost or stolen hardware tokens to the Help Desk as soon as practicable.
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-2600,Multi-factor authentication is required for the following access types:
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-2810,The Company multifactor authentication tokens for remote access are provided by a device separate from the system gaining access.
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-3010,"For The Company systems deployed in its FedRAMP boundaries, The Company requires that the registration process to receive hardware multifactor authenticators be conducted in person or by a trusted third-party before an approved registration authority with authorization by the Identity and Access Management team."
AC-CS-9,The Company requires multi-factor authentication based on the risk associated with the type of account and access.,AC-TR-4600,"For The Company systems deployed in its FedRAMP boundaries, The Company vaults emergency accounts credentials and leverages MFA to grant access. "
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-100,Incident response plans contain operational information and activities on:
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-1200,"The Company monitors for security incidents 24x7 and provides a 24x7 incident reporting capability using phone, email, and website."
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-200,"Incident response procedures covering the preparation, detection, analysis, forensics, containment, internal notification, coordination with law enforcement, eradication, recovery, public relations, consumer response, regulator notification, and post-incident analysis are documented. "
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-300,"The Company maintains Customer response plans covering consumer and regulatory notification and remediation and includes consideration of appropriate staffing levels, training, and written materials."
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-400,"Incident response plans and procedures are reviewed, updated where required, and approved by senior leaders, at least annually."
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-500,"Incident response plans, procedures, or documentation are made available, where appropriate, to personnel and teams, including but not limited to:"
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-600,Incident response plans are stored in a central document repository and are accessible to personnel and teams.
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-110,"For systems deployed in its FedRAMP boundaries, The Company reviews historical activity in the event of:Data SpillageVulnerability identified has been previously exploited."
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-210,The Company uses centralized tools and automated mechanisms to assist in the reporting and response of security incidents.
IR-CS-1,The Company maintains operational plans for incident response and recovery activities. ,IR-TR-1410,"For The Company systems deployed in its FedRAMP boundaries, incidents involving unauthorized access to government data are reported to the US-CERT (Computer Emergency Readiness Team), FedRAMP Program Office, or sponsoring agencies within  [INSERT TIME FRAME] of confirmation."
IR-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,IR-TR-1100,"Incidents are documented and tracked through resolution and include an After Action Report (e.g., lessons learned). AARs are used as needed to improve plans, procedures, processes and technologies."
IR-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,IR-TR-1400,After Action Reports are used to perform improvements in:
IR-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,IR-TR-800,Incident severity levels are calculated based on the details of the incident including the overall impact to The Company and the criticality of impacted systems.
IR-CS-2,The Company responds to security incidents in accordance with documented procedures and tracks response activities through resolution. ,IR-TR-1410,"For The Company systems deployed in its FedRAMP boundaries, incidents involving unauthorized access to government data are reported to the US-CERT (Computer Emergency Readiness Team), FedRAMP Program Office, or sponsoring agencies within  [INSERT TIME FRAME] of confirmation."
IR-CS-3,The Company tests its security incident response capability biannually and updates its plans as needed. ,IR-TR-1400,After Action Reports are used to perform improvements in:
IR-CS-3,The Company tests its security incident response capability biannually and updates its plans as needed. ,IR-TR-700,Security incident tabletop exercises are performed at least biannually. At least annually the following topics are simulated:
IR-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,IR-TR-1100,"Incidents are documented and tracked through resolution and include an After Action Report (e.g., lessons learned). AARs are used as needed to improve plans, procedures, processes and technologies."
IR-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,IR-TR-1300,"Incidents which fall into the category of "Covered Incidents" require the following:"
IR-CS-4,The Company conducts post security incident analysis and updates plans or procedures if areas for improvement are identified. ,IR-TR-1400,After Action Reports are used to perform improvements in:
IR-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,IR-TR-1000,"Internal notifications of security incidents are reported, at a minimum, as follows:"
IR-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,IR-TR-800,Incident severity levels are calculated based on the details of the incident including the overall impact to The Company and the criticality of impacted systems.
IR-CS-5,The Company reports security incidents to the CISO and Board of Directors (or subcommittee) based on severity and in accordance with the Security Incident Response Plan. ,IR-TR-900,Incident reporting requirements are defined based on incident severity.
CM-CS-1,The Company has established roles and responsibilities for monitoring security events and responding to detected threat activity.,CM-TR-1700,Analysis procedures are documented and followed by the Security Monitoring Team.
CM-CS-10,The Company has threat detection and prevention capabilities for inbound email.,CM-TR-2000,The Company has the following types of detective and preventive controls on inbound corporate email:  [INSERT SPECIFIC DETAILS]. These capabilities are centrally managed and the detection content is automatically updated where feasible. 
CM-CS-10,The Company has threat detection and prevention capabilities for inbound email.,CM-TR-2100,"The Company has endpoint agents that serve antivirus, endpoint detection and response, and data loss prevention capabilities, where technically feasible and applicable.  These capabilities are centrally managed and the detection content is automatically updated  [INSERT TIME FRAME] where feasible. "
CM-CS-10,The Company has threat detection and prevention capabilities for inbound email.,CM-TR-2110,"For The Company systems deployed in its FedRAMP boundaries, antivirus is configured to perform periodic scans of the information system  [INSERT TIME FRAME] and real-time scans of files from external sources as the files are downloaded, opened, or executed. "
CM-CS-10,The Company has threat detection and prevention capabilities for inbound email.,CM-TR-1600,Automated alerts are reviewed [INSERT TIME FRAME] and are classified according to severity.
CM-CS-11,"The Company maintains a logging and alerting infrastructure to collect audit logs from in-scope networks, systems, and applications and to monitor those audit logs for evidence of threat activity.",CM-TR-200,"Servers and applications are configured to log activity that can enable the monitoring, reporting, analysis, and investigation of unlawful, unauthorized, or inappropriate information system activity. Logged events include:"
CM-CS-11,"The Company maintains a logging and alerting infrastructure to collect audit logs from in-scope networks, systems, and applications and to monitor those audit logs for evidence of threat activity.",CM-TR-1100,System logging facility is configured to log user activity and system changes.
CM-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,CM-TR-1200,"Logs are retained in accordance with the specific regulatory or industry compliance requirement(s) (e.g., PCI) and in compliance with the internal Corporate Record Retention Schedule."
CM-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,CM-TR-1400,Logs are not retained longer than specified by the Record Retention Schedule unless the information is on legal hold.
CM-CS-12,The Company collects and stores audit logs in accordance with applicable data governance and retention requirements.,CM-TR-1900,Access to logs and the logging facility shall be restricted to authorized individuals to prevent any possible misuse or compromise.
CM-CS-13,"The Company determines audit log sources, collection requirements, and monitoring priorities using an established risk methodology.",CM-TR-300,"The Company defines logging requirements based on asset risk and log value to threat detection and investigation activities, in addition to compliance requirements, regulatory requirements, and risk assessments."
CM-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,CM-TR-1710,"Upon notification of a higher risk vulnerability present on The Company systems deployed in its FedRAMP boundaries,  [INSERT TEAM] reviews historic logs to determine if such vulnerability has been previously exploited."
CM-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,CM-TR-1500,Log analysis and correlation is set up resulting in automated alerting.
CM-CS-14,The Company uses a security event and incident management system to analyze audit logs and detect threat activity.,CM-TR-1800,"A centralized ticketing system is used to analyze the prioritization of alerts, as well as actions taken."
CM-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",CM-TR-800,Systems use internal system clocks to generate timestamps for audit records.
CM-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",CM-TR-900,Systems synchronize internal system clocks with an approved authoritative time source at least  [INSERT TIME FRAME].
CM-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",CM-TR-910,"For The Company systems deployed in its FedRAMP boundaries, synchronize internal system clocks with the NIST internet time servers at least  [INSERT TIME FRAME] and when there is a material time difference as defined by The Company. A primary and secondary NIST internet time server is selected. The secondary server is selected from a different geographic region than the primary server."
CM-CS-15,"The Company has guidance for creating, storing, and transmitting audit logs for networks, systems, and applications.",CM-TR-1000,Systems and applications forward security-required logs to the logging service specified by Security.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-200,"Servers and applications are configured to log activity that can enable the monitoring, reporting, analysis, and investigation of unlawful, unauthorized, or inappropriate information system activity. Logged events include:"
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-2500,Application and System Owners ensure that endpoints have the required endpoint security agents installed and that the agents are communicating with the endpoint security system throughout the system's lifecycle.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-2900,Network and Datacenter Owners ensure that all ingress and egress traffic is subjected to monitoring according to requirements provided in this document.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-400,Application Owners ensure compliance with logging requirements throughout the asset life cycle.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-500,Application Owners ensure compliance with updated or additional logging requirements within [INSERT TIME FRAME] of publication.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-600,System Owners ensure compliance with logging requirements throughout the asset lifecycle.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-700,System Owners ensure compliance with updated or additional logging requirements within [INSERT TIME FRAME] of publication.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-710,"Application and System owners are responsible for taking corrective actions when logging functionality anomalies or failures (e.g. failures in the log capturing mechanisms, log storage capacity being reached or exceeded) are reported."
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-800,Systems use internal system clocks to generate timestamps for audit records.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-900,Systems synchronize internal system clocks with an approved authoritative time source at least  [INSERT TIME FRAME].
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-910,"For The Company systems deployed in its FedRAMP boundaries, synchronize internal system clocks with the NIST internet time servers at least  [INSERT TIME FRAME] and when there is a material time difference as defined by The Company. A primary and secondary NIST internet time server is selected. The secondary server is selected from a different geographic region than the primary server."
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-1000,Systems and applications forward security-required logs to the logging service specified by Security.
CM-CS-16,Application and Asset Owners configure systems to log events according to security requirements.,CM-TR-1300,"Logs are retained on the local system for [INSERT TIME FRAME], where technically feasible."
CM-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,CM-TR-2800,"Where technically feasible, The Company subjects internet traffic entering The Company data center networks to the following security controls."
CM-CS-17,Application Owners enroll externally facing applications to be behind a web application firewall.,CM-TR-2810,Application Owners ensure that internet facing applications are protected by The Company's standardized Web Application Firewall platform in blocking mode.  
CM-CS-2,The Company monitors internal personnel activity to detect potential cybersecurity incidents.,CM-TR-2010,The Company uses user behavior analysis capabilities to monitor for threat activity associated with internal and third party personnel.  
CM-CS-3,The Company monitors third-party personnel activity to detect potential cybersecurity incidents.,CM-TR-2010,The Company uses user behavior analysis capabilities to monitor for threat activity associated with internal and third party personnel.  
CM-CS-4,"Monitoring for unauthorized connections, devices, and software is performed.",CM-TR-1600,Automated alerts are reviewed [INSERT TIME FRAME] and are classified according to severity.
CM-CS-5,Technologies and processes are in place to detect and remediate operational issues with security detection tools.,CM-TR-3000,The Company implements processes to confirm the operation and functionality of the requirements defined in this document.
CM-CS-5,Technologies and processes are in place to detect and remediate operational issues with security detection tools.,CM-TR-3010,"For The Company systems deployed in its FedRAMP boundaries, testing to verify the correct operation of detection and prevention technologies is performed at least  [INSERT TIME FRAME]and upon system startup and /or system restart. Anomalies resulting from testing are communicated to System Owners and Security for resolution.  "
CM-CS-6,The Company tests the efficacy of security detection tools and remediates identified issues on  [INSERT TIME CADENCE].,CM-TR-3000,The Company implements processes to confirm the operation and functionality of the requirements defined in this document.
CM-CS-6,The Company tests the efficacy of security detection tools and remediates identified issues on  [INSERT TIME CADENCE].,CM-TR-3010,"For The Company systems deployed in its FedRAMP boundaries, testing to verify the correct operation of detection and prevention technologies is performed at least  [INSERT TIME FRAME]and upon system startup and /or system restart. Anomalies resulting from testing are communicated to System Owners and Security for resolution.  "
CM-CS-7,The Company networks are monitored to detect threat activity.,CM-TR-1600,Automated alerts are reviewed [INSERT TIME FRAME] and are classified according to severity.
CM-CS-8,The Company applications are monitored to detect threat activity.,CM-TR-1600,Automated alerts are reviewed [INSERT TIME FRAME] and are classified according to severity.
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2100,"The Company has endpoint agents that serve antivirus, endpoint detection and response, and data loss prevention capabilities, where technically feasible and applicable.  These capabilities are centrally managed and the detection content is automatically updated  [INSERT TIME FRAME] where feasible. "
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2200,"Endpoints (i.e., servers and workstations) have security agents installed, as required by the Endpoint Security Agent Guideline."
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2300,Process Owners ensure that required endpoint security agents are installed upon instantiation of a system.
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2400,Process Owners ensure that required endpoint security agents on each newly built system are communicating with the endpoint security system prior to providing the system for use.
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2110,"For The Company systems deployed in its FedRAMP boundaries, antivirus is configured to perform periodic scans of the information system  [INSERT TIME FRAME] and real-time scans of files from external sources as the files are downloaded, opened, or executed. "
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-2500,Application and System Owners ensure that endpoints have the required endpoint security agents installed and that the agents are communicating with the endpoint security system throughout the system's lifecycle.
CM-CS-9,The Company endpoints are monitored to detect malicious code and detect threat activity.,CM-TR-1600,Automated alerts are reviewed [INSERT TIME FRAME] and are classified according to severity.
NI-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,NI-TR-100,Components of The Company network infrastructure are recorded in the IT Asset Management platform in accordance with the Technical Requirements.
NI-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,NI-TR-700,Network diagrams showing the topology of The Company network are reviewed and updated upon significant changes to the network environment.
NI-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,NI-TR-620,"For The Company systems deployed in its FedRAMP boundaries:  The Company authorizes connections from the information system to other information systems through the use of Interconnection Security Agreements. The Company documents, for each interconnection, the interface characteristics, security requirements, and the nature of the information communicated. The Company reviews and updates Interconnection Security Agreements as appropriate."
NI-CS-1,The Company maintains network diagrams and documentation describing the network topology which are reviewed and updated as needed. ,NI-TR-800,Network documentation includes a description of routing controls and configurations.
NI-CS-10,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its wireless network. ,NI-TR-2900,The Company configures wireless networks in accordance with the requirements listed below:
NI-CS-11,The Company implements and maintains controls to identify and prevent unauthorized devices from remotely accessing the network. ,NI-TR-2800,Remote access protection mechanisms include the following:
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-200,Components of The Company network infrastructure are configured in accordance with the Technical Requirements.
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-400,"Access to network management devices, including but not limited to, firewalls, load balancers, routers, and switches, are configured to use an Authentication, Authorization, and Accounting (AAA) solution and are restricted to authorized personnel in accordance with the Technical Requirements."
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-500,"Configuration changes to The Company network infrastructure are documented, reviewed, and approved in accordance with the Technical Requirements."
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-2810,"For The Company systems deployed in its FedRAMP boundaries, The Company provides the capability to disconnect or disable remote access to its systems within  [INSERT TIME FRAME]."
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-2960,The Company implements secure name address resolution on its external URLs that are used to connect to The Company FedRAMP environments.
NI-CS-2,The Company configures network devices to mitigate network security threats. ,NI-TR-410,The Company configures interfaces to deny network communications traffic by default and allows network communications traffic by documented request.
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1000,Logging and alerting mechanisms are in place for configuration changes to The Company network infrastructure.
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1100,"The Company Network Operators regularly evaluate, and, as appropriate, restrict or disable any unnecessary ports/protocols on the network."
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1200,"The Network Team implements and maintains appropriate route filters on peering connections to ensure unauthorized routes are not inadvertently, or maliciously, introduced into The Company Network."
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1300,"The Company ensures that internet traffic leaving The Company user networks is, at minimum, subjected to the following minimum security controls:"
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1400,"The Company ensures that internet traffic leaving The Company data center networks is, at minimum, subjected to the following security controls:"
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1500,"The Company ensures that internet traffic entering The Company data center networks is, at minimum, subjected to the following security controls:"
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1600,Traffic connections that enter The Company network are inspected by an intrusion detection/prevention system (IDS/IPS) or have a host-based IPS (HIPS) deployed.
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1700,"Externally facing web applications, services, or APIs are protected by a Web Application Firewall (WAF)."
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-300,Components of The Company network infrastructure are configured to send logs to the enterprise logging platform in accordance with the Technical Requirements.
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-2800,Remote access protection mechanisms include the following:
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-2900,The Company configures wireless networks in accordance with the requirements listed below:
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-2910,"For The Company systems deployed in its FedRAMP boundaries, The Company restricts split tunneling over VPNs in the boundary to prevent the remote devices from simultaneously establishing non-remote connections and connections to resources in external networks."
NI-CS-3,"The Company restricts unnecessary network services, ports, and protocols, and monitors communications at external network boundaries and between internal networks. ",NI-TR-1110,"For The Company systems deployed in its FedRAMP boundaries: The Company Network Operators [INSERT TIME FRAME] identify any unnecessary ports/protocols on the network. The Company configures interfaces to deny network communications traffic by default and allows network communications traffic by documented request. Access Control Lists that have had no activity for  [INSERT TIME FRAME] are disabled.  Access Control Lists that have had no activity for  [INSERT TIME FRAME] are removed if no request to re-enable is received"
NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,NI-TR-1300,"The Company ensures that internet traffic leaving The Company user networks is, at minimum, subjected to the following minimum security controls:"
NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,NI-TR-1400,"The Company ensures that internet traffic leaving The Company data center networks is, at minimum, subjected to the following security controls:"
NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,NI-TR-600,Services or operational entities not under the direct management of The Company or its authorized delegate are isolated from The Company network by a firewall and/or other appropriate means approved by Security.
NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,NI-TR-610,"For The Company systems deployed in its FedRAMP boundaries, The Company limits the number and methods of external network connections to its systems."
NI-CS-4,The Company permits external network connections from its network through boundary protection devices or services.,NI-TR-2820,"For The Company systems deployed in its FedRAMP boundaries, The Company uses bastion hosts to limit connections into its cloud environments."
NI-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,NI-TR-900,Components of The Company network infrastructure are appropriately monitored to facilitate troubleshooting and the detection of performance issues and outages.
NI-CS-5,The Company monitors its network for performance and capacity to maintain availability. ,NI-TR-910,The Company leverages primary and alternate telecommunications service agreements that contain priority-of-service provisions to maintain availability for its FedRAMP environment. This redundancy is applicable for Tiers as appropriate by Technical Requirements.
NI-CS-6,"The Company regularly reviews and revises its segmentation strategy, policies, and methods on a [INSERT TIME FRAME] basis. ",NI-TR-1800,The Company's network segmentation strategy has defined measures of success which are reviewed and updated annually or as needed.
NI-CS-6,"The Company regularly reviews and revises its segmentation strategy, policies, and methods on a [INSERT TIME FRAME] basis. ",NI-TR-2500,The Company implements network segmentation in compliance with regulatory requirements.
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-1900,Network segmentation is accomplished using one or more of the following approved network boundary protection mechanisms:
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2000,The Company networks are segmented by function:
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2100,End-user networks are logically or physically segmented by function:
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2200,End-user networks are sedmented from the networks where the end-user infrastructure stack resides.
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2300,Data center networks are logically or physically segmented by function:
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2400,The Company implements a tiered architecture for internet-facing systems and applications.
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-800,Network documentation includes a description of routing controls and configurations.
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2920,The Company establishes a FedRAMP boundary to restrict scope of compliance inside its cloud environments.
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2930,"The boundary contains federal data, metadata including logs."
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2940,"The boundary contains systems that support The Company applications inside the boundary, including security tools, access tools, and technology tools."
NI-CS-7,The Company physically or logically separates its network based on function and class of data. ,NI-TR-2950,"Interconnections between The Company's FedRAMP boundary and other systems may be established when needed.  Each connection has a documented need, and is to a system of FedRAMP or comparable security posture."
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-1900,Network segmentation is accomplished using one or more of the following approved network boundary protection mechanisms:
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2000,The Company networks are segmented by function:
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2100,End-user networks are logically or physically segmented by function:
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2200,End-user networks are sedmented from the networks where the end-user infrastructure stack resides.
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2300,Data center networks are logically or physically segmented by function:
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2310,"For The Company systems deployed in its FedRAMP boundaries, Security Tools are logically or physically segmented."
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-2400,The Company implements a tiered architecture for internet-facing systems and applications.
NI-CS-8,"The Company separates its network by function with the user network segmented from production, non-production and internet-facing networks. Network design and implementation considers the principles of least privilege. ",NI-TR-800,Network documentation includes a description of routing controls and configurations.
NI-CS-9,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its physical network. ,NI-TR-2600,[REMOVED DUE TO SENSITIVITY]
NI-CS-9,The Company implements and maintains controls to identify and prevent unauthorized devices from accessing its physical network. ,NI-TR-2700,Data centers require that assets are confirmed as being owned by The Company or an authorized third-party prior to being permitted to enter the facility.
PS-CS-1,The Company maintains a physical security standard which contains requirements for physical controls. ,PS-TR-100,The Physical Security Tier standard applies to all The Company facilities (owned and leased).
PS-CS-1,The Company maintains a physical security standard which contains requirements for physical controls. ,PS-TR-200,The Company facilities are defined by the following tiers:
PS-CS-10,The Company has designed and implemented environmental controls to protect information systems at all [INSERT TIER LEVEL] facilities. ,PS-TR-2500,Environmental controls are in place in accordance with ASHRAE data center standards.
PS-CS-10,The Company has designed and implemented environmental controls to protect information systems at all [INSERT TIER LEVEL] facilities. ,PS-TR-2600,"Heating, ventilation, air conditioning (HVAC) units, fire detection systems, uninterruptible power supplies (UPS), generators, and other critical environmental systems are monitored, logged, and serviced for normal operations by facilities management."
PS-CS-10,The Company has designed and implemented environmental controls to protect information systems at all [INSERT TIER LEVEL] facilities. ,PS-TR-2700,"Utilities, environmental systems, generators, and external fuel sources are fenced or otherwise protected so as to prohibit unauthorized access."
